Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
532,1,Apr 4,SEA,@,TEX,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,1,1.39,-0.164,1.47,-0.10%,-1.45,LF CF
533,2,Apr 5,SEA,@,TEX,"W,10-2",CG,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.222,.222,.222,.444,1,.96,0.037,.98,0.02%,0.33,LF
534,3,Apr 6,SEA,@,TEX,"W,9-5",9-9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.300,.300,.300,.600,8,2.92,0.115,3.28,0.08%,0.39,PH
535,4,Apr 8,SEA,,OAK,"L,2-3",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.286,.286,.286,.571,1,1.22,0.127,1.43,0.09%,1.01,LF
536,5,Apr 9,SEA,,OAK,"L,1-6",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.278,.278,.278,.556,1,.78,-0.030,.88,-0.02%,-0.41,LF
537,6,Apr 10,SEA,,OAK,"L,1-2",CG(10),5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.261,.261,.304,.565,1,1.21,-0.170,1.31,-0.11%,-1.16,LF
538,7,Apr 11,SEA,,TEX,"L,3-7",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.259,.259,.296,.556,1,1.85,-0.192,1.79,-0.11%,-1.50,LF
539,8,Apr 12,SEA,,TEX,"L,0-8",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.258,.258,.290,.548,1,.45,0.009,.43,0.01%,0.05,LF
540,9,Apr 13,SEA,,TEX,"W,4-2",CG(10),5,5,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,.278,.278,.333,.611,1,1.32,0.055,1.18,0.03%,0.98,LF
541,10,Apr 15,SEA,@,NYY,"W,7-1",CG,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.250,.268,.300,.568,1,.57,-0.063,.48,-0.03%,-0.53,LF
542,11,Apr 16,SEA,@,NYY,"W,3-2",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.244,.261,.289,.550,1,1.03,-0.088,.93,-0.05%,-0.81,LF
543,12,Apr 17,SEA,@,NYY,"L,3-4",CG,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.245,.260,.327,.587,1,1.24,-0.011,1.20,-0.01%,-0.06,LF
544,13,Apr 19,SEA,@,CLE,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.226,.241,.302,.543,1,1.20,-0.126,1.06,-0.07%,-1.20,LF
545,14,Apr 20,SEA,@,CLE,"W,2-1",CG,4,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,.228,.241,.333,.575,1,.96,0.132,.79,0.07%,1.37,LF
546,15,Apr 21,SEA,@,CLE,"W,10-7",CG(10),6,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,.226,.250,.323,.573,1,1.30,-0.054,1.22,-0.03%,0.22,LF
547,16,Apr 22,SEA,@,LAA,"W,5-2",CG(10),5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,.231,.265,.338,.603,1,1.38,-0.043,1.50,-0.03%,-0.19,LF
548,17,Apr 23,SEA,@,LAA,"L,2-4",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.217,.250,.319,.569,1,1.39,-0.143,1.53,-0.10%,-1.10,LF
549,18,Apr 24,SEA,@,LAA,"W,9-4",CG,5,2,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,.211,.263,.310,.573,1,.49,0.059,.52,0.04%,1.05,LF
550,19,Apr 25,SEA,,HOU,"W,3-2",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.205,.275,.301,.576,1,.83,0.022,.91,0.02%,0.05,LF
551,20,Apr 26,SEA,,HOU,"W,11-1",CG,5,5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.205,.271,.295,.565,1,.95,-0.130,1.08,-0.09%,-0.61,CF
552,22 (1),Apr 29,SEA,,KCR,"W,1-0",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,.200,.281,.288,.568,1,.90,-0.037,1.03,-0.03%,-0.38,LF
553,23,Apr 30,SEA,,KCR,"W,6-0",CG,5,3,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,.205,.298,.289,.587,1,.33,-0.035,.38,-0.02%,0.02,LF
554,24,May 1,SEA,,KCR,"L,1-4",7-GF,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.212,.302,.294,.596,9,.76,0.033,.87,0.02%,0.10,PH LF
555,25,May 2,SEA,@,OAK,"W,4-3",CG,5,4,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,.225,.317,.315,.631,1,.72,0.093,.91,0.07%,1.00,LF
556,26,May 3,SEA,@,OAK,"W,8-2",CG,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.226,.321,.312,.633,1,.65,0.070,.87,0.06%,0.20,LF
557,27,May 4,SEA,@,OAK,"W,9-8",CG,6,5,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.224,.313,.306,.619,1,1.15,-0.167,1.64,-0.14%,-1.76,LF
558,28,May 5,SEA,@,HOU,"W,6-3",CG,5,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,.238,.333,.317,.650,1,1.92,0.092,2.48,0.07%,0.50,LF
559,29,May 6,SEA,@,HOU,"L,3-6",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.229,.322,.305,.627,1,.76,-0.075,1.02,-0.06%,-0.89,LF
560,30,May 7,SEA,@,HOU,"W,3-2",CG(10),5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.227,.317,.300,.617,1,.78,-0.012,1.03,-0.01%,-0.20,LF
561,31,May 8,SEA,@,HOU,"L,1-5",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.228,.315,.298,.614,1,.76,-0.026,1.00,-0.02%,-0.40,LF
562,32,May 9,SEA,,TBR,"W,5-2",CG,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.229,.319,.297,.615,1,1.16,-0.025,1.43,-0.02%,-0.30,LF
563,33,May 10,SEA,,TBR,"W,6-4",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.229,.319,.297,.615,4,,,,,,LF
564,34,May 11,SEA,,TBR,"W,6-5",CG(11),5,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.238,.329,.303,.632,1,1.00,0.049,1.25,0.04%,0.18,LF
565,35,May 13,SEA,,LAA,"L,6-7",CG,5,3,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,.240,.338,.320,.658,1,1.26,0.094,1.69,0.08%,1.24,LF
566,36,May 14,SEA,,LAA,"L,7-9",CG,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.238,.333,.315,.649,1,1.01,-0.027,1.37,-0.02%,0.12,LF
567,37,May 15,SEA,,LAA,"L,0-3",CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.233,.331,.308,.639,1,1.51,-0.147,2.16,-0.13%,-0.85,LF
568,38,May 17,SEA,@,BAL,"W,10-0",CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.232,.327,.304,.631,1,.38,-0.016,.49,-0.01%,-1.05,LF
569,39,May 18,SEA,@,BAL,"L,2-5",CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.224,.317,.294,.611,1,1.08,-0.142,1.40,-0.11%,-1.57,LF
570,40,May 19,SEA,@,BAL,"W,7-2",CG,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.223,.314,.291,.604,1,.68,-0.015,.90,-0.01%,-0.33,LF
571,41,May 20,SEA,@,CIN,"W,8-3",7-7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.228,.318,.295,.613,9,2.35,0.138,2.98,0.11%,0.96,PH
572,43 (1),May 22,SEA,@,CIN,"W,5-4",CG,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.234,.320,.299,.619,2,1.49,0.101,1.94,0.08%,0.70,LF
573,44,May 23,SEA,,OAK,"L,0-5",CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.229,.315,.293,.608,8,1.38,-0.115,1.93,-0.10%,-1.26,LF
574,45,May 24,SEA,,OAK,"W,6-5",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.236,.319,.304,.623,9,1.01,0.066,1.46,0.06%,-0.07,LF
575,46,May 25,SEA,,OAK,"W,13-3",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.242,.323,.315,.638,9,.44,0.112,.61,0.09%,0.99,LF
576,47,May 27,SEA,,MIN,"L,2-7",CG,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.243,.321,.320,.641,1,.36,-0.019,.46,-0.01%,-0.22,CF
577,48,May 28,SEA,,MIN,"L,5-6",CG,5,4,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.249,.328,.341,.669,1,1.29,0.115,1.65,0.09%,1.58,CF
578,49,May 29,SEA,,MIN,"L,4-5",CG,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.250,.332,.341,.673,1,.62,0.021,.79,0.02%,0.18,CF
579,50,May 30,SEA,,SDP,"W,9-3",CG,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.244,.325,.333,.658,1,.54,-0.005,.72,0.00%,-0.53,CF
580,51,May 31,SEA,,SDP,"W,16-4",CG,6,5,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.249,.330,.335,.665,1,.28,0.004,.35,0.00%,-0.24,CF
581,52,Jun 1,SEA,@,SDP,"L,6-14",GS-7,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.245,.329,.330,.658,1,1.01,-0.044,1.30,-0.03%,-0.82,CF
582,53,Jun 2,SEA,@,SDP,"W,16-13",CG,6,6,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,.247,.329,.330,.659,1,.68,0.108,.89,0.09%,0.72,CF
583,54,Jun 3,SEA,@,TEX,"L,3-7",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.247,.327,.328,.656,1,1.00,-0.085,1.74,-0.09%,-1.04,CF
584,56 (1),Jun 5,SEA,@,TEX,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.243,.322,.322,.643,1,.88,-0.014,1.57,-0.02%,-0.52,CF
585,57,Jun 6,SEA,,CLE,"L,1-3",CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.248,.325,.325,.650,1,1.02,0.124,1.34,0.10%,0.79,CF
586,58,Jun 7,SEA,,CLE,"W,7-1",CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.242,.318,.318,.635,1,.31,-0.038,.39,-0.03%,-1.46,CF
587,59,Jun 8,SEA,,CLE,"W,5-0",CG,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.239,.321,.315,.635,1,.57,0.067,.75,0.05%,0.53,CF
588,60,Jun 9,SEA,,CLE,"L,3-5",CG,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.243,.322,.317,.639,1,.81,-0.031,1.08,-0.03%,-0.36,CF
589,62 (1),Jun 11,SEA,,TEX,"L,1-2",CG(11),5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,.240,.324,.312,.636,1,1.74,0.055,3.25,0.06%,0.02,LF
590,63,Jun 12,SEA,,TEX,"L,4-6",9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.239,.323,.311,.634,9,.89,-0.023,1.58,-0.02%,-0.23,PH
591,64,Jun 14,SEA,@,TBR,"L,7-8",CG,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.243,.325,.319,.644,8,1.05,0.079,1.34,0.06%,1.29,LF
592,65,Jun 15,SEA,@,TBR,"L,2-3",CG(13),5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.242,.323,.316,.639,9,2.05,-0.180,2.42,-0.13%,-1.32,LF
593,66,Jun 16,SEA,@,TBR,"W,6-4",CG,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,.239,.319,.312,.631,8,.74,-0.021,.81,-0.01%,-0.50,LF
594,67,Jun 17,SEA,@,BOS,"W,8-4",CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.244,.322,.315,.637,9,.30,0.001,.37,0.00%,0.20,LF
595,68,Jun 18,SEA,@,BOS,"L,2-6",CG,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.245,.322,.315,.638,8,.69,-0.040,.83,-0.03%,-0.66,LF
596,70 (1),Jun 20,SEA,@,DET,"L,7-8",GS-8,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.246,.322,.316,.638,8,1.38,-0.041,1.43,-0.03%,-0.50,LF
597,71,Jun 21,SEA,@,DET,"L,2-4",CG,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.247,.322,.316,.638,9,1.58,-0.119,1.52,-0.07%,-0.86,LF
598,72,Jun 22,SEA,@,DET,"L,1-5",CG,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.245,.323,.313,.636,9,.88,0.029,.84,0.02%,0.32,LF
599,95 (22),Jul 20,SEA,,CHW,"W,6-5",CG(11),5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.245,.324,.312,.636,1,1.24,0.007,.97,0.00%,-0.05,LF
600,96,Jul 22,SEA,@,TOR,"W,2-1",CG,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.248,.325,.326,.651,1,1.50,0.015,1.31,0.01%,0.16,LF
601,97,Jul 23,SEA,@,TOR,"W,14-5",CG,6,6,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.254,.329,.330,.658,1,.63,-0.015,.67,-0.01%,1.28,LF
602,98,Jul 24,SEA,@,TOR,"L,0-2",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.324,.325,.649,1,1.15,-0.121,1.34,-0.09%,-0.98,LF
603,99,Jul 26,SEA,@,PIT,"W,7-4",7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.249,.323,.323,.647,9,.25,-0.006,.21,0.00%,-0.23,LF
604,100,Jul 27,SEA,@,PIT,"L,1-10",CG,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.253,.326,.333,.659,1,.63,0.101,.66,0.06%,0.98,LF
605,102 (1),Jul 30,SEA,@,CHC,"W,4-1",CG,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.248,.320,.327,.648,1,1.35,-0.291,1.14,-0.15%,-2.25,LF
606,103,Jul 31,SEA,@,CHC,"L,6-7",10-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.247,.319,.326,.646,9,1.32,-0.034,1.22,-0.02%,-0.10,PH
607,104,Aug 1,SEA,,BOS,"L,1-2",8-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.322,.329,.650,1,1.88,0.091,1.60,0.05%,0.41,PH LF
608,106 (1),Aug 3,SEA,,BOS,"W,3-1",CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.247,.321,.325,.646,1,.44,-0.022,.40,-0.01%,-0.36,LF
609,107,Aug 4,SEA,,BOS,"L,2-3",9-GF(11),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.247,.321,.325,.646,2,,,,,,PR LF
610,108,Aug 5,SEA,,LAA,"W,6-4",CG,5,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,.253,.325,.330,.655,1,.61,0.061,.48,0.03%,0.96,LF
611,109,Aug 6,SEA,,LAA,"W,8-6",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.253,.325,.330,.655,2,,,,,,LF
612,110,Aug 7,SEA,,LAA,"W,3-1",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.321,.325,.646,1,.86,-0.090,.84,-0.05%,-1.05,LF
613,111,Aug 8,SEA,,DET,"W,3-0",CG,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.250,.320,.328,.648,1,.53,-0.045,.61,-0.03%,-0.47,LF
614,112,Aug 9,SEA,,DET,"W,6-5",12-GF(15),2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.249,.321,.327,.648,2,1.81,-0.078,2.28,-0.06%,-0.26,PH LF
615,113,Aug 10,SEA,,DET,"W,3-1",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.249,.320,.326,.646,1,1.20,-0.043,1.64,-0.04%,-0.36,LF
616,115 (1),Aug 13,SEA,@,OAK,"W,4-3",CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.248,.319,.324,.642,1,1.19,-0.079,1.35,-0.05%,-0.88,LF
617,116,Aug 14,SEA,@,OAK,"W,8-4",CG,5,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.254,.323,.328,.651,1,.86,0.059,1.10,0.05%,1.42,LF
618,117,Aug 15,SEA,@,LAA,"W,3-2",CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.253,.321,.326,.647,1,.99,-0.059,1.46,-0.05%,-0.65,LF
619,118,Aug 16,SEA,@,LAA,"L,6-7",CG,5,4,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,.259,.328,.334,.662,1,.92,0.050,1.44,0.05%,0.69,LF
620,119,Aug 17,SEA,@,LAA,"W,4-3",9-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.262,.330,.336,.666,2,.22,0.008,.30,0.01%,0.25,PH LF
621,120,Aug 18,SEA,@,LAA,"L,4-6",CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.262,.329,.338,.667,1,1.59,0.075,2.33,0.07%,-0.01,LF
622,121,Aug 19,SEA,,MIL,"W,7-6",6-GF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.260,.327,.336,.663,2,.97,-0.046,1.35,-0.04%,-0.88,PH LF
623,122,Aug 20,SEA,,MIL,"W,8-2",CG,5,5,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,.265,.331,.346,.677,1,.75,0.237,1.07,0.20%,1.78,LF
624,123,Aug 21,SEA,,MIL,"L,6-7",CG,5,4,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.268,.334,.348,.682,1,1.81,0.004,2.83,0.00%,1.55,LF
625,124,Aug 22,SEA,,NYY,"W,7-5",GS-7,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.266,.334,.346,.680,1,.83,0.001,1.38,0.00%,-0.01,LF
626,125,Aug 23,SEA,,NYY,"L,1-5",9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.265,.333,.345,.678,1,.42,-0.011,.70,-0.01%,-0.23,PH
627,126,Aug 24,SEA,,NYY,"L,0-5",CG,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.268,.335,.350,.685,1,.83,0.008,1.32,0.01%,0.15,LF
628,127,Aug 25,SEA,@,CHW,"L,6-7",CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.265,.333,.346,.679,1,1.26,-0.114,1.67,-0.09%,-0.58,LF
629,128,Aug 26,SEA,@,CHW,"W,3-1",9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.265,.333,.346,.679,6,,,,,,LF
630,138 (9),Sep 6,SEA,,TEX,"L,7-10",8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.264,.332,.345,.677,1,1.03,-0.026,.27,0.00%,-0.23,PH LF
631,141 (2),Sep 9,SEA,@,OAK,"W,3-2",GS-8,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.264,.332,.352,.684,1,.63,0.061,.19,0.01%,0.51,LF
632,142,Sep 10,SEA,@,OAK,"W,14-3",CG,6,5,3,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,.269,.337,.361,.698,1,.30,0.092,.14,0.03%,2.90,LF
633,143,Sep 11,SEA,@,OAK,"W,3-2",GS-9,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,.269,.336,.360,.696,1,1.45,-0.118,.81,-0.04%,-0.90,LF
634,144,Sep 12,SEA,@,LAA,"W,8-1",GS-7,4,4,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,.268,.335,.359,.694,1,.83,-0.007,.61,0.00%,0.83,LF
635,145,Sep 13,SEA,@,LAA,"W,8-0",GS-6,4,3,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.272,.339,.370,.709,1,.53,0.098,.50,0.06%,1.33,LF
636,146,Sep 14,SEA,@,LAA,"W,2-1",GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.269,.336,.366,.701,1,1.31,-0.129,1.67,-0.10%,-1.09,LF
637,147,Sep 16,SEA,,HOU,"L,0-6",GS-9,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.269,.336,.365,.701,1,.60,0.007,.95,0.01%,-0.01,LF
638,148,Sep 17,SEA,,HOU,"L,1-2",CG,4,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.275,.342,.373,.715,1,.97,0.096,1.20,0.07%,0.50,LF
639,149,Sep 18,SEA,,HOU,"W,7-3",GS-7,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.277,.344,.377,.721,1,.75,0.045,.91,0.03%,1.20,LF
640,150,Sep 19,SEA,,TOR,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.275,.340,.373,.713,1,1.31,-0.119,2.34,-0.13%,-1.02,LF
641,152 (1),Sep 21,SEA,,TOR,"W,2-1",GS-8,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.274,.340,.372,.711,1,.95,0.051,.67,0.02%,0.31,LF
642,153,Sep 23,SEA,@,MIN,"W,10-1",GS-7,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.276,.342,.372,.714,1,.68,0.019,.62,0.01%,0.27,LF
643,154,Sep 24,SEA,@,MIN,"L,2-3",GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.273,.339,.370,.709,1,1.02,-0.077,1.04,-0.05%,-0.67,LF
644,156 (1),Sep 26,SEA,@,HOU,"W,4-3",GS-7,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.273,.339,.371,.710,1,1.07,-0.074,.96,-0.04%,-0.95,LF
645,157,Sep 27,SEA,@,HOU,"L,4-8",GS-9,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.274,.340,.373,.713,1,.93,0.144,1.55,0.14%,1.42,LF
646,158,Sep 28,SEA,@,HOU,"W,12-4",GS-6,4,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.277,.344,.375,.719,1,.57,0.096,.69,0.07%,1.77,LF
647,159,Sep 29,SEA,,OAK,"W,3-2",GS-8,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.279,.345,.377,.722,1,.90,0.006,1.07,0.00%,0.21,LF
648,160,Sep 30,SEA,,OAK,"W,5-1",GS-7,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.282,.347,.386,.733,1,.43,0.114,.68,0.11%,1.22,LF
649,161,Oct 1,SEA,,OAK,"L,8-9",CG(10),6,5,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,.283,.349,.388,.738,1,2.50,-0.035,6.19,-0.05%,0.05,LF
